import_id,section,domain,skill,group,source_question_pdf,question_number,question_id,Question,A,B,C,D,Answer
ocr-00087,Math,Algebra,Linear Functions,Algebra — Linear Functions,Linear Functions 1.pdf,1.32,a9039591,"L2 [3 | For the lnear function f, the table shows three values of = and their corresponding values of f(z). Which ‘equation defines f(z)?",A Sia) =32+29 8. fla) = 202 +32 ©. fla) = 352 +20 0. f(a) = 522-436,,,,A
ocr-00088,Math,Algebra,Linear Functions,Algebra — Linear Functions,Linear Functions 1.pdf,1.33,a4d6fbec,"Vas asafbec Hy = 5x +10, whats the value of y when 2 = 8?",,,,,50
ocr-00089,Math,Algebra,Linear Functions,Algebra — Linear Functions,Linear Functions 1.pdf,1.34,a396ed75,"Linear Functions 1 Question# 1 134 sssceurs For araining program, Juan rides his bike at an average at of 6.7 minutes per mile. Which functon m models ‘the number of minutes it wil take an to rde x miles at this rate?",A.m(2) = ee 8.m(z) = 245.7,,C.m{z) = 2-57,D.m(z) = 5.72,D
ocr-00090,Math,Algebra,Linear Functions,Algebra — Linear Functions,Linear Functions 1.pdf,1.35,1993561d,"TRE esee Forte near uncon f.the graph ofy = 2) nthe nyplane has a slope of and passes tough the pont (0,8). Which eqution defines f?",Affa)=4245,Bf(@)=4e+h F(a) = 42-5 o.f{a) = 42-5,,,A
ocr-00091,Math,Algebra,Linear Functions,Algebra — Linear Functions,Linear Functions 1.pdf,1.36,97eab129,"2,520 4,536 [S00 | eore |","A fla) = 0.62 ©. fla) = 2,268 f(a) = 45362","buildings. The table shows the relationship between the area 2, in square feet, ofa roof and the amount of water f(z), in gallons, drained from the roof into the gutters over a certain period of time. Which equation could define f?",,,B
ocr-00092,Math,Algebra,Linear Functions,Algebra — Linear Functions,Linear Functions 1.pdf,1.37,9d9fe1e6,"Linear Functions 1 137 ssteie6 In science class, Diego conducted an experiment to learn about evaporation. Diego measured the height of Nuid in a beaker ‘over a period of time, The function f (ar) = 39 ~ 0.18 gives the estimated height, in centimeters (cm), ofthe fluid in the",,"beaker days after the start ofthe experiment. Which ofthe following is the best interpretation of 39 inthis context? ‘A. The estimated height, in cm, of the uid at the start ofthe experiment B. The estimated height, in cm, of the fuid atthe end of the experiment The estimated change in the height, in cm, ofthe fluid each day . The estimated number of days forall he uid to evaporate",,,A
ocr-00093,Math,Algebra,Linear Functions,Algebra — Linear Functions,Linear Functions 1.pdf,1.38,7b17f86a,,ase 7etase f(a) = 2+ 4 The function fs defined by the given equation. Whatis the value of f(z) whene = 2 139 fect ‘The function fis defined by f(2) = zh +55. What iste value of f(20)?,,,,1
ocr-00094,Math,Algebra,Linear Functions,Algebra — Linear Functions,Linear Functions 1.pdf,1.39,7fac16fb,,,,,,69
ocr-00059,Math,Algebra,Linear Functions,Algebra — Linear Functions,Linear Functions 1.pdf,1.4,bf36c815,Linear Functions 1 Question 1D 16 faeces OO ‘The function gis defined by gle) = —x-+8. Wihat isthe value of (0)?,a8,Bo a4 2 8,,,D
ocr-00060,Math,Algebra,Linear Functions,Algebra — Linear Functions,Linear Functions 1.pdf,1.5,3f5375d9,Pests anit pee + EASE,,,,,A
ocr-00061,Math,Algebra,Linear Functions,Algebra — Linear Functions,Linear Functions 1.pdf,1.6,13294295,Linear Functions 1 Question# 1D y ————— — 2 ———— 2 —— Ol —— 2 —— a & wof—-—— Ft 2 sof —+ A SS — ——— rt,,,,,B
ocr-00062,Math,Algebra,Linear Functions,Algebra — Linear Functions,Linear Functions 1.pdf,1.7,12983c1e,2 —— Se — ——— ——————,"a ———— 2 2p 0 4 6 8 10"" ‘Time (seconds) According tothe ortoh, what the estimated numberof andy ber the machine wraps wih label pe second? Aa 2.40 or 0.80",,,,C
ocr-00063,Math,Algebra,Linear Functions,Algebra — Linear Functions,Linear Functions 1.pdf,1.8,f79fffba,,a7 sascie ge Some values of the near function f are shawn in the table above. ‘Which of the following defines £? A f= 2x43 8. fix)=3x+2,,c.fixadxtt 0. flx)=5x,,A
ocr-00064,Math,Algebra,Linear Functions,Algebra — Linear Functions,Linear Functions 1.pdf,1.9,3462d850,"Linear Functions 1 Question# 1D 1s 34e20850 ‘Marisol drove 3 hours from City A to City B, The equation below estimates the distance din miles, Marisol ‘traveled after driving for thours.",,,,d=45t ‘Which ofthe following does 45 represent in the equation? |A. Marisol took 4S trips from City A to City 8. 1. The distance between City A and City Bis 45 miles . Marisol drove at an average speed of about 45 miles per hour ©. It took Marisol 45 hours to drive from City A to City B.,C
ocr-00139,Math,Algebra,Linear Functions,Algebra — Linear Functions,Linear Functions 2.pdf,2.1,e62cfe5f,"Linear Functions 2 2a eszctest OO ‘According toa model, the head width, in milimeters, of a worker bumblebee",,,"can be estimated by adding 0.6 to four times the body weight of the bee, in ‘grams. According to the model, what would be the head width in milimeters, of a worker bumblebee thet has a body weight of 0.5 grams? 22 yestases ae tn tie r-elree heneworiicel tes'liemer furesten. f rmninnssies eters 10.2) cer! (7.90. Witeh eecention datiees",,2.6
ocr-00148,Math,Algebra,Linear Functions,Algebra — Linear Functions,Linear Functions 2.pdf,2.1,4fe4fd7c,1,adam,,ca=ms2,"Da=2me2 210 Ateaterte ob) =m +500 ‘company's cost en dls, erode x hits iver he {uncon above, where mis constant and X> 0. The tol cost produce 100 sits $00, Whats he tot cos n ola, to produce 100 shite? (Oregad he $ sn when ring your aver)",3500
ocr-00149,Math,Algebra,Linear Functions,Algebra — Linear Functions,Linear Functions 2.pdf,2.11,3122fc7b,,"an ster» OO ‘linear model estimates the population ofa city from 1991 to 2015. The model estimates the population was 57 thousand in 1991, 224 thousand in 2011, and thousand in 2015. To the nearest whole number, what isthe value ofz? 2m. coraaos oO jlv) = mx +144",,,,257
ocr-00150,Math,Algebra,Linear Functions,Algebra — Linear Functions,Linear Functions 2.pdf,2.12,c01f4a95,"Oo ile) = ma + 144 For the linea funetion mis a constant and (12) ~ 18, What i the value of (10)?",,,,,39
ocr-00151,Math,Algebra,Linear Functions,Algebra — Linear Functions,Linear Functions 2.pdf,2.13,868fc236,Linear Functions 2 21s esstez36 ee,"a rr eT Ses abtrwe [a 67 ‘The table above gives the typical amounts of energy per gram, expressed in","both food calories and kilojoules, ofthe three macronutrients in food. ifx food calories is equivalent tok kilojoules, ofthe fllowing, which best represents the relationship between x and k ? Ak=024¢ Bk=42x",,,B
ocr-00152,Math,Algebra,Linear Functions,Algebra — Linear Functions,Linear Functions 2.pdf,2.14,042aa429,,AS at cm 0.28,Baewen,cnn 42k,"D.xk=42 214 ownaean9 MJ (2) = 2+ Tand g(a) = Ta, whatis the vate of 4f (2) ~ 9(2)2",C
ocr-00153,Math,Algebra,Linear Functions,Algebra — Linear Functions,Linear Functions 2.pdf,2.15,113b938e,"21s nsbasse y=18-5x ‘The equation above represents the speed yn feet per second, of Shel’s|",,"bicycle x seconds after she applied the brakes at the end of a rie. Ifthe ‘equation is graphed in the xy-plane, which of the following isthe best interpretation ofthe x-coordinate ofthe line's x-intercept inthe context of the problem? [A The speed of Sheila's bieycle in feet per second, before Shelia apoed the brakes 8. The number of feet per second the speed of Shell's bicycle decreased each second after Sheila applied the brakes",C. The number of seconds t took from the time Shella began applying the brakes until the bicycle came toa complete stop,,C
ocr-00154,Math,Algebra,Linear Functions,Algebra — Linear Functions,Linear Functions 2.pdf,2.16,441558e7,Linear Functions 2 216 «assoc? Scientists collected fallen acorns that each housed a colony of the ant species P ohivenss and analyzed each,add 8.61 ©.83 0.190,,"colony's structure. For any ofthese colonies, if the colony has z worker ants, the equation y = 0.672 + 2.6, where 20 < 2 < 110, gives the predicted numberof larvae, in the colon: fone ofthese coloies has 58 ‘worker ants, which ofthe falling is closes othe predicted number of larvae in the colony?",,A
ocr-00155,Math,Algebra,Linear Functions,Algebra — Linear Functions,Linear Functions 2.pdf,2.17,8a6de407,"2x7 sacdeaor ‘The function fis defined by f(x) =mx-+b, where m and b are constants. If F(0)= 18 and f(1)=20, whats the value of m 2 21a atdcobs ——— lin Ce","ao “The table above ehows the population of Greenleaf. idaho, for the years 2000 and 2070. If the relationshio",,,,2
ocr-00156,Math,Algebra,Linear Functions,Algebra — Linear Functions,Linear Functions 2.pdf,2.18,41fdc0b8,"“The table above shows the population of Greenleaf, Idaho, for the years 2000 and 2010. Ifthe relationship","A. PD) =862-1.6 8. P()= 862-161 ©. Pl)=862+ 161-2000) 0. P()=862-1,6(t-2,000) 239 1e20066) | ‘The pressure exerted ona scuba diver at sea levelis 14.70 pounds per square inch (psi), For each foot the scuba diver","between population and years linear, which of the following functions P models the population of Greenieat ¢ years after 20007",,"descends below sea eve, the pressure exerted on the scuba diver increases by 0.44 psi, Whats the total pressure, in psi",A
ocr-00157,Math,Algebra,Linear Functions,Algebra — Linear Functions,Linear Functions 2.pdf,2.19,1c29bfd1,exerted onthe scuba diver at 105 fet below sea level? 60.90 8.31.50 1470 v0,,,,,A
ocr-00140,Math,Algebra,Linear Functions,Algebra — Linear Functions,Linear Functions 2.pdf,2.2,7e3f8363,"In the xy-plane, the graph ofthe linear function f contains the points (0,3) and (7,31). Which equation defines f swhere y= f(z)?",A fle) = 280494,"B.fla) = a2 +98 ©.fla)=42 +3 o.fla)=T2+3 23 czokon ~ eam of workers hasbeen moving carg off ofa ship. Te equation below models the approximate ‘numberof tons of cargo, that remains tobe moved hous after the tam started working y~120-25x “The graph ofthis equation inthe xy-plane isa line. What isthe best",,,C
ocr-00158,Math,Algebra,Linear Functions,Algebra — Linear Functions,Linear Functions 2.pdf,2.2,295a41f0,"Linear Functions 2 220, 250049 The graph of y= f(z) — Lis shown 2 6",a | A TNO Ty rr Se [TNT gt : Pa a t ta =,,,,B
ocr-00159,Math,Algebra,Linear Functions,Algebra — Linear Functions,Linear Functions 2.pdf,2.21,2f34cd1c,NGI <2:,a) -5 6 Which equation defines the linear function f? A f(z) = 182-11 8 fle) =-2247 © f(z) =—182+7 0. fl) =-22-11,,,,B
ocr-00160,Math,Algebra,Linear Functions,Algebra — Linear Functions,Linear Functions 2.pdf,2.22,f0773a55,Linear Functions 2 222 ror7sass,,,,,A
ocr-00161,Math,Algebra,Linear Functions,Algebra — Linear Functions,Linear Functions 2.pdf,2.23,23dedddd,—,,,,,D
ocr-00162,Math,Algebra,Linear Functions,Algebra — Linear Functions,Linear Functions 2.pdf,2.24,a775af14,"22s aed Oe Inthe near function f,f(0) = 8 and f(1) = 12. Which equation defines f2",A fle) = 12248,B.fle)= 42,"cfla)=42+12 0.fla)=42+8 226 arate Inthe xy-plane, the graph of the linear function J contains the points (0,2) and (8,34). Which equaton defines f swhere y= f(z)? A fla) =20 442",,C
ocr-00163,Math,Algebra,Linear Functions,Algebra — Linear Functions,Linear Functions 2.pdf,2.25,b2fe7ab6,"Linear Functions 2 225 batenbo [= [ote | [2 | = | [2 { # | [3 [4 | ms Forthe linear function 9, the table shows four values of and their corresponding values of g(z). The function can be ‘ten as g(t) = me +b, where a and bare constants. Whats the value of b?",As,,,,D
ocr-00164,Math,Algebra,Linear Functions,Algebra — Linear Functions,Linear Functions 2.pdf,2.26,a91a2b75,8.27 054 0.87 226 souz75 ‘The function fs defined by f(r) = ~9 + 9. What isthe y-coordinate ofthe yintercept ofthe graph of y = f(z) n the zy plane?,,,,,9
ocr-00165,Math,Algebra,Linear Functions,Algebra — Linear Functions,Linear Functions 2.pdf,2.27,af711d1b,,,,C.t= 25d pt=da,,C
ocr-00166,Math,Algebra,Linear Functions,Algebra — Linear Functions,Linear Functions 2.pdf,2.28,17d80dc3,"228 rrdsodes In the plane, fine Khas a slope of 5 and ayntercept of (0, ~36). What isthe x-coordnate ofthe xinterceptof line k?",,,,,7
ocr-00141,Math,Algebra,Linear Functions,Algebra — Linear Functions,Linear Functions 2.pdf,2.3,620fe971,,,,"CE SRR ie eee 2 Ee, tee oe ee interpretation ofthe x-intercept inthis context? {A The team will have moved al the cargoin about 48 hours 8, The team has been moving about 48 tons of cargo per hour. ©. The team has been moving about 26 tons of cargo per hour. . The team started with 120 tons of cargo to move.",,A
ocr-00142,Math,Algebra,Linear Functions,Algebra — Linear Functions,Linear Functions 2.pdf,2.4,5cf1bbc9,Linear Functions 2 26 sefibbes y gp 450-4 EEE oo 0 Poot 350 oo 300 oa or ot a,a es a ot aa tt aot SPs >,,,,A
ocr-00143,Math,Algebra,Linear Functions,Algebra — Linear Functions,Linear Functions 2.pdf,2.5,dae126d7,— rope soft,"a =e ‘The graph ofthe function, where y = f(c), gives the total cost yn dollars, fore certain video game system ‘and z games. What isthe best interpretation ofthe slope ofthe graph inthis context? ‘A. Each game costs $25. 2B. The video game system costs $100.",,C. The video game system costs $25. 2. Esch game costs $100. 25) daezed7 (a,,D
ocr-00144,Math,Algebra,Linear Functions,Algebra — Linear Functions,Linear Functions 2.pdf,2.6,271f7e3f,"Linear Functions 2 Question# 1 nines +0) 262 poe 2D forthe function defined above, whats the value (0)~F)?",aa 22 a 4 9,,,,B
ocr-00145,Math,Algebra,Linear Functions,Algebra — Linear Functions,Linear Functions 2.pdf,2.7,c651cc56,eS,"a4 27 costcess Some values of the near function fare shown inthe table above, What isthe value of (3)? Ae 87",,,,B
ocr-00146,Math,Algebra,Linear Functions,Algebra — Linear Functions,Linear Functions 2.pdf,2.8,c22b5f25,,ae,,"ce a 2a mses ae Inthe plan, the pints (2:3) and (4, ~8) eon the oraph of which of the folowing near functions? A fOd=H45 1 afm dave at ofid=-teeh",,C
ocr-00147,Math,Algebra,Linear Functions,Algebra — Linear Functions,Linear Functions 2.pdf,2.9,11e1ab81,Linear Functions 2 ig f,Ad=2m,,,,A
ocr-00237,Math,Algebra,Linear Functions,Algebra — Linear Functions,Linear Functions 3.pdf,3.1,2b15d65f,"Linear Functions 3 3a 2brsdest Oe ‘An econamist madeled the demand @ fora certain product a a linear function ofthe selling price P. The demand wes 20,000 units when the selling price was $40 per uit, and the demand was 16,000 units when the selling price was $60 per unit. Based on the model, what is the demand, in units, when the selling price is $55 per unit? 416,250 8, 16,500 ©. 16780 0. 17500",,,,,A
ocr-00246,Math,Algebra,Linear Functions,Algebra — Linear Functions,Linear Functions 3.pdf,3.1,023c0a8d,"'A. The length, in centimeters, ofthe spring with no weight attached 'B. The weight, in newtons, of an object that wil stretch the spring 30 centimeters",a6,,"C. The increase in the weight, n newton of the object for each one-centimeter increase inthe length ofthe spring '. The increase in the length, in centimeters, of the spring foreach one-newton increase in the weight ofthe object 310250280 a For the function ff f(x) =x —6 forall values of x, what isthe value of £16)?",,B
ocr-00247,Math,Algebra,Linear Functions,Algebra — Linear Functions,Linear Functions 3.pdf,3.11,50f4cb9c,"Linear Functions 3 sn soracbae [= [xa] [4 [-e| [2 [o| Ls | o | For the linear function f, the table shows three values of and their corresponding values of f(z), Function fis",,,,"defined by flit) = ax + b, where a and b are constants, What isthe value of a — 8? 64 8.62",D
ocr-00248,Math,Algebra,Linear Functions,Algebra — Linear Functions,Linear Functions 3.pdf,3.12,bbf9e5ce,"128 192 Siz obese For groups of 25 or more people, a museum charges $21 per person forthe fist 25 people and $14 for each","additional person. Which function f gives the total charge, in dollars, for a tour group with n people, where n> 250 A. fn) = dn +175 8. f(n) = 14n +525 ©. f(n) = 35n — 350 2.f(n) = 1dn +21",,,,A
ocr-00249,Math,Algebra,Linear Functions,Algebra — Linear Functions,Linear Functions 3.pdf,3.13,b3abf40f,,"ais ot P(e) = $e - 279.15) +32 The function F gives the temperature, in degrees Fahrenheit, that coresponds to a temperate of skein. f= temperature increased by 9.10 kevns, by how much ci he temeratre increase, n degrees Fahrenheit? A138 9.48.98 475.20 0.50720",,,,A
ocr-00250,Math,Algebra,Linear Functions,Algebra — Linear Functions,Linear Functions 3.pdf,3.14,abcd0008,Linear Functions 3 Which of the following represents the x-intercept of the graph of y = f(x) + 9 in the xy- (@) (-—%..0),,,,,A
ocr-00251,Math,Algebra,Linear Functions,Algebra — Linear Functions,Linear Functions 3.pdf,3.15,a309803e,"© Crs) © (126d + 26,0) 335 as09e03e ‘one gallon of pain wil cover 220 square feet of a surface. Aroom has atta wal rea of w square feet Which ‘equation represents the total amount of paint P, in gallons, needed to paint the walls of the oom twice?",AP= sy 2. P= M0w OP=a,,,,A
ocr-00252,Math,Algebra,Linear Functions,Algebra — Linear Functions,Linear Functions 3.pdf,3.16,0bd33265,,,"b.P = 220w 316 obssszes = Movarassy) The equation h = M&-Z7515) +. 32 gives the corresponding temperature hn degrees Fahrenheit of any substance that has.a temperature of w kelvins, where v > 0. Ifa substance has @ temperature of 467.33 degrees Fahrenheit, what is the","corresponding temperature, in kelvns, of this substance? x7 a7ezesoa Pa a ee ee, ae eS eee ee",,515
ocr-00253,Math,Algebra,Linear Functions,Algebra — Linear Functions,Linear Functions 3.pdf,3.17,a7e2859a,"_ a ‘The cost of renting a large canopy tent for up to 10 days is $430 for the first day and $215 for each additional day. Which of the following equations gives the cost yn dollars, of renting the ent for z days, where zis a postive integer and x < 10?",Ay = 2524215,By = 4802 — 215 y= ds00 + 215,,Dy = 2152 +430,A
ocr-00254,Math,Algebra,Linear Functions,Algebra — Linear Functions,Linear Functions 3.pdf,3.18,0b0fa68b,"Linear Functions 3 318 obotaca8 Forthe function f, f(c2) = 2 ~ 8 forall values of, where cis apositive constant. f f(2) = 35, whats the value of ¢? 319 «250907",,,,,3.19
ocr-00255,Math,Algebra,Linear Functions,Algebra — Linear Functions,Linear Functions 3.pdf,3.19,e25f0807,"“The able shows two values of 2 and ther corresponding values of y The raph of the near equation representing his tlaonship passes though he point (1, a) Whats the value fa?",,,,,16.25
ocr-00238,Math,Algebra,Linear Functions,Algebra — Linear Functions,Linear Functions 3.pdf,3.2,be9cb6a2,"32 penen6a2 OO “The cost of renting a backhoe for up to 10 days is $270 forthe frst day and $135 for each additional day. Which ‘ofthe folowing equations gives the cost y, in dollars, of renting the backhoe for x days, where isa postive integer and 2 < 102",A.y= 2702 ~ 135 8. y= 2702 +135,,C.y= 1852 +270,D.y= 1852 +135,D
ocr-00239,Math,Algebra,Linear Functions,Algebra — Linear Functions,Linear Functions 3.pdf,3.3,b988eeec,33 poonecee — “The functions fandg are defined as f(2) = 429 and g(z) = $x +21. the function his defined 2s,"Ax) = fle) + oe), whats the -coordinate ofthe x-intercept of the graph of y = h(t) inthe xy-plane? 6 attburee ‘According to data provided by the US Department of Energy, the average price per gallon of regular gasoline inthe United states fom September 1, 2014, to December 12014 is modeled bythe function F defined","below, where F(x) is the average price per gallon xmonths after September F(x) =2.74-0.190-3) “The constant 2.74 inthis funetion estimates which ofthe folloing?",,,-12
ocr-00240,Math,Algebra,Linear Functions,Algebra — Linear Functions,Linear Functions 3.pdf,3.4,af2ba762,"[A The average monthiy decrease inthe price per gallon 8, The aiference in the average price per gallon from September 1, 2014, to December 1, 2018 ©. The average price per gallon on September 1, 2014 ©. The average price per gallon on December 1, 2014",,,,,D
ocr-00241,Math,Algebra,Linear Functions,Algebra — Linear Functions,Linear Functions 3.pdf,3.5,16889ef3,"Linear Functions 3 Question# 1 35 onmes — Ol anc gas production na certain area cropped fam 4 millon bares in 2000 to 19 millon barrels in 201, Assuming that the ol and Gas production",a fd=Zoeva 19 a fid= Hiv 2 ofld=- Fetes,,,"decreased a constant at, whic ofthe following near function Fest models the production, in milions of barrels, years ater the year 2000? 21",C
ocr-00242,Math,Algebra,Linear Functions,Algebra — Linear Functions,Linear Functions 3.pdf,3.6,6989c80a,"19 o fld=- ites 36 conncone F(a) = $(e— 278.15) +32 ‘The funtion F gives the temperature, n degrees Farenheit, that corresponds toa temperature of keine. a temperate increased by 2.10 kekins, by how much id he temperature increase, n degrees Fabrenheit?",Aa78 3.95.78,,c.487.89 0.510.80,,A
ocr-00243,Math,Algebra,Linear Functions,Algebra — Linear Functions,Linear Functions 3.pdf,3.7,78391fcc,wrens [x [-n[-19] -2[-2] [aaa be | [| _£(x) for the linesr function f. What is the x-intercept of the raph of Y= F(X) in the xy-plane?,"a.(-3,0) 8. (-4,0)",,c.(-9.0),,B
ocr-00244,Math,Algebra,Linear Functions,Algebra — Linear Functions,Linear Functions 3.pdf,3.8,a04050d8,"Linear Functions 3 Question# 1 Pe Tho table above gies tho types amounts of ener pr gram, expressed in",A °,"bath fod calories nd kool, ofthe tree macrontint in fod. the 180 fod calories ina ral bar cme entry rom rams often foram ofa and orams of carbonate, wien a he loning expresses in tems of pand c? f-20+4p+0)",,,B
ocr-00245,Math,Algebra,Linear Functions,Algebra — Linear Functions,Linear Functions 3.pdf,3.9,daad7c32,"4 9 f= 20-440) 4 ¢f=20-40-0) 9 of=2+F+0 39 dente, | ‘an object hangs trom a sping. The forma ¢ = 90+2W clas the length Which of the folowing describes the meaning ofthe 2in hs conten?",,,,,D
ocr-00283,Math,Algebra,Linear Functions,Algebra — Linear Functions,Nonlinear Functions 1.pdf,1.1,6abec9a8,Nonlinear Functions 1,A eabecsae y,,Ca [yt ae | ff [yt | Poy ef PP,,B
ocr-00292,Math,Algebra,Linear Functions,Algebra — Linear Functions,Nonlinear Functions 1.pdf,1.1,ebe4bde0,"James} LCN | CN Eel THATIEETA ""TOC. PPP IPL The quire uneton grotnd sbove nolo patra flan enor etuncton cecal nero of Swe eso 13800 6.3000 80",a0,,,,C
ocr-00293,Math,Algebra,Linear Functions,Algebra — Linear Functions,Nonlinear Functions 1.pdf,1.11,d46da42c,Nonlinear Functions 1 Question# 1,"am decdeaze Foja4 The function Fis defined as shown, Which ofthe folowing graphs inthe xy= plane could be the raph of y= lx)? Ay pessicei",,,,D
ocr-00294,Math,Algebra,Linear Functions,Algebra — Linear Functions,Nonlinear Functions 1.pdf,1.12,79ba511a,,,,,,C
ocr-00295,Math,Algebra,Linear Functions,Algebra — Linear Functions,Nonlinear Functions 1.pdf,1.13,50418728,Nonlinear Functions 1 us soaa728 y 1,a 7 1 2 4 -S- 6 -7- -8.,,,,-3
ocr-00296,Math,Algebra,Linear Functions,Algebra — Linear Functions,Nonlinear Functions 1.pdf,1.14,ee05c84e,"-9 ot it 12 The graph ofthe polynomial function f, where y = f(2), is shown, The y-ntercept ofthe graph is (0, Whats the value of y? te eeoscase ‘b0) = («+0.251)50-x) ‘The function fis defined above. What is the value of F(20) 2 4.250",,,,,C
ocr-00297,Math,Algebra,Linear Functions,Algebra — Linear Functions,Nonlinear Functions 1.pdf,1.15,39652e93,2.500,,Bie c.16,c.780 .2000 us snes ‘The function fis define by f(z) = 12. whats the value of f(z) when 2 — 17?,,A
ocr-00298,Math,Algebra,Linear Functions,Algebra — Linear Functions,Nonlinear Functions 1.pdf,1.16,02c67921,Nonlinear Functions 1,ae ozs y 12- AL iT 9. 8. 7- 6,,,,3
ocr-00299,Math,Algebra,Linear Functions,Algebra — Linear Functions,Nonlinear Functions 1.pdf,1.17,1863e3be,"3 2 1 T t 1 ‘The graph ofthe exponential function fis shown, where y = J). The intercept ofthe graphis (0, y). What i the value ofp","a7 aesesbe_ | ‘The intercept ofthe graph of y = 2? + 81 inthe xy plane is (0,4). What i the value of 4?",,,,31
ocr-00300,Math,Algebra,Linear Functions,Algebra — Linear Functions,Nonlinear Functions 1.pdf,1.18,2d394c28,"Nonlinear Functions 1 Question © SS ? 40,000 35,000 30,000 2 25,000 520,000",,Brean.,,,C
ocr-00301,Math,Algebra,Linear Functions,Algebra — Linear Functions,Nonlinear Functions 1.pdf,1.19,20722644,"215,000: 210,000 5,000 2 4 6 8 10 Years after 2010 “The graph shown models the numberof residents ofa certain city 2 years after 2010. How many residents does this model estimate the city had in 20107","Ao 2,000 20,000 .25,000",,,,C
ocr-00284,Math,Algebra,Linear Functions,Algebra — Linear Functions,Nonlinear Functions 1.pdf,1.2,1ee962ec,Nonlinear Functions 1 Question# 1 12 eeosaee y EET if Ree g Se 2 _ (ccc 3 “ABCC 2 _ ooo 2 Pee 3 tee SS ONCcgee eee 2 oo ACO eee § OTA,,BPN eee,,,C
ocr-00302,Math,Algebra,Linear Functions,Algebra — Linear Functions,Nonlinear Functions 1.pdf,1.2,d45572cc,Nonlinear Functions 1 Question 1D 120 aussr2ce y EEE Er ARETE PPrr rr errr rrr yt TYrrrr nest rrr rrr rt SRSEe 4 eee PPP rrr Nr PPT ToS TT PPP aS Poe,ASSP cy PO 2 eet,,,,3
ocr-00303,Math,Algebra,Linear Functions,Algebra — Linear Functions,Nonlinear Functions 1.pdf,1.21,044c1cb7,3: 4: 5: —6 7 8: ‘The graph of y= J(2) is shown nthe a:plane. The vale of f(0) isan integer What is the value of f(0)? rar accra? h(a) = 283 Which table gives three values of z and their corresponding values of h(zr) for the given function h?- [2 T+ [a Te] na | als leo,,,,,B
ocr-00304,Math,Algebra,Linear Functions,Algebra — Linear Functions,Nonlinear Functions 1.pdf,1.22,0ad5012e,,A(z) | 4 5 6 EPE [wer De [| PPE [wf [| PPE [wer De Ts |,,,,B
ocr-00305,Math,Algebra,Linear Functions,Algebra — Linear Functions,Nonlinear Functions 1.pdf,1.23,b5c43226,"Nonlinear Functions 1 P ,",a,,Cre sco “HHH Sy o TALC A,,B
ocr-00306,Math,Algebra,Linear Functions,Algebra — Linear Functions,Nonlinear Functions 1.pdf,1.24,d84a514a,"EEEPeE SSI TT * Whats the y-ntercent ofthe graph shown? 4. (0,0) 8. (0,2) ©.(2,0) 0.2.2) 1a eaarne 7",,,,,A
ocr-00307,Math,Algebra,Linear Functions,Algebra — Linear Functions,Nonlinear Functions 1.pdf,1.25,5e63b9cf,Nonlinear Functions 1 ousine F r SCC oo,,,CO,DEA : (TNE \oReney anne,B
ocr-00308,Math,Algebra,Linear Functions,Algebra — Linear Functions,Nonlinear Functions 1.pdf,1.26,cfff8f8e,"1 Oras 4s 678 9 wo ‘The graph shows a marble's height above the ground y, in inches, seconds aftr it started moving on an elevated track of @ marble run, Which ofthe following is the best intepxetation ofthe yrntercept of the graph? ‘A. The marble’ height was 0 inches above the ground 8 seconds after it started moving. 8B, The marbles height was Sinches above the ground when it started moving, 6. The marble's minimum height was inches above the ground '. The marbles minimum height was 8 inches above the ground.",,,,,B
ocr-00285,Math,Algebra,Linear Functions,Algebra — Linear Functions,Nonlinear Functions 1.pdf,1.3,788bfd56,,aa eee Peery yyy rt 277s Elapsed time (hours) FE] ep tere] Tepe] tere} [eal ere} ee] Eo] tere} “Tepe,,,,B
ocr-00286,Math,Algebra,Linear Functions,Algebra — Linear Functions,Nonlinear Functions 1.pdf,1.4,b39d74a0,Nonlinear Functions 1 4 bs9ara0 [> [To | [s [| The table shown includes some values of x and their corresponding values ‘of y. Which ofthe following graphs in the xy-plane could represent the relationship between x and y ? ns ’ m1,,,,,B
ocr-00287,Math,Algebra,Linear Functions,Algebra — Linear Functions,Nonlinear Functions 1.pdf,1.5,5377d9cf,~,AP oe oot ara THER ° ee ere ies ineuea!,,,,A
ocr-00288,Math,Algebra,Linear Functions,Algebra — Linear Functions,Nonlinear Functions 1.pdf,1.6,75915e3c,"Nonlinear Functions 1 1s Tsaisete Fix) = 2°) For the function f defined above, what isthe value of (2",Ao 8.2 a 2.36,,,,C
ocr-00289,Math,Algebra,Linear Functions,Algebra — Linear Functions,Nonlinear Functions 1.pdf,1.7,7160cbb3,17 mooetes 2 1 POT. See Pa Ta Te Ts TOT TTT TOT Tey PO POT POT vr PUTA POT LECCE TT,,,,,A
ocr-00290,Math,Algebra,Linear Functions,Algebra — Linear Functions,Nonlinear Functions 1.pdf,1.8,72ae8a87,"TOP ‘hat isthe yintercept of the graph shown? 4. (0,-6)",,"B.(-6,0) ©.(0,0)",,"D.(—5,-5) 18 7aseosa? ‘The function f(z) = 200,000(1.21)* aives a company’s predicted annual revenue, in dollars, years after the ‘company started selling light bulbs online, where 0 < a < 10. Whatiis the best interpretation ofthe statement *",A
